STOCKCODE,PRODUCT_NAME,MEMBER_OFFER_INDICATOR,ONLINE_ONLY_MEMBER_OFFER_INDICATOR,PRICE,MEMBER_PRICE,SAVINGS_AMOUNT,LOYALTY_MULTIPLIER,PACKAGE_SIZE,PACKAGE_TYPE,PACK_FORMAT,BRAND,CATEGORY,SUBCATEGORY,ALCOHOL_VOLUME,DANS_MARKETPLACE,STOCK_AVAILABLE,PRODUCT_URL,POSTCODE,SCRAPE_DATE,FILENAME
171701,Black High Ball Lemon bottle 275mL,N,N,150.99,,,,275mL,case (24),24,Johnnie Walker,,,6.3%,N,N,www.danmurphys.com.au/product/171701,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
171701,Black High Ball Lemon bottle 275mL,N,N,8.59,,,,275mL,each (in-store),,Johnnie Walker,,,6.3%,N,N,www.danmurphys.com.au/product/171701,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
123812,Blue Label 'The Casks Edition' Blended Scotch Whisky 55.8% 1L,N,N,480,,,,1L,each,1,Johnnie Walker,,,55.8%,N,N,www.danmurphys.com.au/product/123812,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
69122,Blue Label Scotch Whisky & Crystal Glass Gift Pack 700mL,N,N,329.99,,,,700mL,per pack,1,Johnnie Walker ,,,40%,N,N,www.danmurphys.com.au/product/69122,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007196_JFREITAGGINGRAP,Premium Non-Alcoholic Gin & Grapefruit Can 500mL,N,N,49.99,,,,500ML,case (24),24,Johan Freitag,,,0%,Y,N,www.danmurphys.com.au/product/ER_1000007196_JFREITAGGINGRAP,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007196_JFREITAGGINGRAP,Premium Non-Alcoholic Gin & Grapefruit Can 500mL,N,N,2.08,,,,500ML,each,,Johan Freitag,,,0%,Y,N,www.danmurphys.com.au/product/ER_1000007196_JFREITAGGINGRAP,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
506143,Premium Japanese Gin 700mL,N,N,70.99,,,,700mL,each,1,Jinzu,,,41.3%,N,N,www.danmurphys.com.au/product/506143,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003419_JINXMIX1,Variety Cocktail Mix 1L,N,N,36.95,,,,1L,pack (3),3,Jinx Beverages,,,0%,Y,N,www.danmurphys.com.au/product/ER_2000003419_JINXMIX1,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
916985,Eligo Shiraz,N,N,114,,,,750mL,in any six,1,John Duval Wines,,,14.5%,N,Y,www.danmurphys.com.au/product/916985,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
916985,Eligo Shiraz,N,N,684,,,,750mL,case (6),6,John Duval Wines,,,14.5%,N,Y,www.danmurphys.com.au/product/916985,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
916985,Eligo Shiraz,N,N,119.99,,,,750mL,each,1,John Duval Wines,,,14.5%,N,Y,www.danmurphys.com.au/product/916985,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
526977,Chamisul Soju 360mL,Y,N,28,28,5.98,,360ML," for 2 bottles",1,Jinro,,,16%,N,Y,www.danmurphys.com.au/product/526977,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
526977,Chamisul Soju 360mL,Y,N,16.99,28,-11.01,,360ML,each,1,Jinro,,,16%,N,Y,www.danmurphys.com.au/product/526977,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
526977,Chamisul Soju 360mL,N,N,0,,,,360ML,case (20),,Jinro,,,16%,N,Y,www.danmurphys.com.au/product/526977,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
526977,Chamisul Soju 360mL,N,N,0,,,,360ML,in any six,1,Jinro,,,16%,N,Y,www.danmurphys.com.au/product/526977,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004918_9369999918958,White Sands Vodka 700mL,N,N,74.99,,,,700ML,each,1,Jervis Bay Brewing Co,,,40%,Y,Y,www.danmurphys.com.au/product/ER_2000004918_9369999918958,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004918_9369999918958,White Sands Vodka 700mL,N,N,0,,,,700ML,case (x),,Jervis Bay Brewing Co,,,40%,Y,Y,www.danmurphys.com.au/product/ER_2000004918_9369999918958,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004918_9369999918958,White Sands Vodka 700mL,N,N,0,,,,700ML,in any six,1,Jervis Bay Brewing Co,,,40%,Y,Y,www.danmurphys.com.au/product/ER_2000004918_9369999918958,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
162046,Pure,N,N,99.99,,,,750mL,each,1,Jiang Xiao Bai,,,40%,N,N,www.danmurphys.com.au/product/162046,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000002950_12304-700,Bermondsey Dry Gin 700mL,N,N,201,,,,700ML,pack (3),3,Jensen's,,,43%,Y,N,www.danmurphys.com.au/product/ER_1000002950_12304-700,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
925821,The Curious Cinnamon Whiskey Liqueur 700mL,N,N,39.88,,,,700mL,each,1,Jeremiah,,,33.0%,N,N,www.danmurphys.com.au/product/925821,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000003185_WB-NIMOME375,Nimome Juju Citrus Wine 375mL,N,N,0,,,,375ML,in any six,,Jeju Sam Ju,,,11%,Y,Y,www.danmurphys.com.au/product/ER_1000003185_WB-NIMOME375,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000003185_WB-NIMOME375,Nimome Juju Citrus Wine 375mL,N,N,138,,,,375ML,pack (6),6,Jeju Sam Ju,,,11%,Y,Y,www.danmurphys.com.au/product/ER_1000003185_WB-NIMOME375,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000003185_WB-NIMOME375,Nimome Juju Citrus Wine 375mL,N,N,240,,,,375ML,case (12),12,Jeju Sam Ju,,,11%,Y,Y,www.danmurphys.com.au/product/ER_1000003185_WB-NIMOME375,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
58193,Very Small Batch Kentucky,Y,N,70,70,16.99,,750ML," per bottle ",1,Jefferson's (Jefferson's),,,41.15%,N,Y,www.danmurphys.com.au/product/58193,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
58193,Very Small Batch Kentucky,Y,N,86.99,70,16.99,,750ML,each,1,Jefferson's (Jefferson's),,,41.15%,N,Y,www.danmurphys.com.au/product/58193,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
109968,Bordeaux,Y,N,17,17,2.99,,750mL," per bottle ",1,Jean-Pierre Moueix,,,13.5%,N,Y,www.danmurphys.com.au/product/109968,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
109968,Bordeaux,N,N,19,,,,750mL,in any six,1,Jean-Pierre Moueix,,,13.5%,N,Y,www.danmurphys.com.au/product/109968,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
109968,Bordeaux,N,N,114,,,,750mL,case (6),6,Jean-Pierre Moueix,,,13.5%,N,Y,www.danmurphys.com.au/product/109968,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
109968,Bordeaux,Y,N,19.99,17,2.99,,750mL,each,1,Jean-Pierre Moueix,,,13.5%,N,Y,www.danmurphys.com.au/product/109968,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
567087,Clos de la Maltroye 1er Cru 2014,N,N,171,,,,750mL,in any six,1,Jean-Noel Gagnard,,,13.0%,N,N,www.danmurphys.com.au/product/567087,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
567087,Clos de la Maltroye 1er Cru 2014,N,N,1026,,,,750mL,case (6),6,Jean-Noel Gagnard,,,13.0%,N,N,www.danmurphys.com.au/product/567087,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
567087,Clos de la Maltroye 1er Cru 2014,N,N,179.99,,,,750mL,each,1,Jean-Noel Gagnard,,,13.0%,N,N,www.danmurphys.com.au/product/567087,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
567086,C/De La 1Er Cru  2013,N,N,84.88,,,,750mL,each,1,Jean-Noel Gagnard,,,13.0%,N,N,www.danmurphys.com.au/product/567086,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
567085,C/De La 1Er Cru 2008,N,N,149.99,,,,750mL,each,1,Jean-Noel Gagnard,,,Various%,N,N,www.danmurphys.com.au/product/567085,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
567073,Les Caillerets 1er Cru 2014 750mL,N,N,285,,,,750mL,in any six,1,Jean-Noel Gagnard,,,13.0%,N,N,www.danmurphys.com.au/product/567073,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
567073,Les Caillerets 1er Cru 2014 750mL,N,N,1710,,,,750mL,case (6),6,Jean-Noel Gagnard,,,13.0%,N,N,www.danmurphys.com.au/product/567073,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
567073,Les Caillerets 1er Cru 2014 750mL,N,N,299.99,,,,750mL,each,1,Jean-Noel Gagnard,,,13.0%,N,N,www.danmurphys.com.au/product/567073,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
567071,La Boudriotte 1er Cru 2014,N,N,171,,,,750mL,in any six,1,Jean-Noel Gagnard,,,13.5%,N,N,www.danmurphys.com.au/product/567071,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
567071,La Boudriotte 1er Cru 2014,N,N,1026,,,,750mL,case (6),6,Jean-Noel Gagnard,,,13.5%,N,N,www.danmurphys.com.au/product/567071,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
567071,La Boudriotte 1er Cru 2014,N,N,179.99,,,,750mL,each,1,Jean-Noel Gagnard,,,13.5%,N,N,www.danmurphys.com.au/product/567071,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
567070,Chassagne Montrachet La Boudriotte 1Er Cru 2013,N,N,151.99,,,,750mL,each,1,Jean-Noel Gagnard,,,13.3%,N,N,www.danmurphys.com.au/product/567070,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
121147,Chassagne Montrachet 1er Cru Blanc la Boudriotte,N,N,199.99,,,,750mL,each,1,Jean-Noël Gagnard,,,13.0%,N,N,www.danmurphys.com.au/product/121147,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
120831,Les Caillerets 1er cru Chassagne-Montrachet,N,N,299,,,,750mL,each,1,Jean-Noel Gangnard,,,13.0%,N,N,www.danmurphys.com.au/product/120831,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
200215,Pinot Noir,N,N,9.5,,,,750mL,in any six,1,Just Like Magic,,,13.5%,N,Y,www.danmurphys.com.au/product/200215,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
200215,Pinot Noir,N,N,57,,,,750mL,case (6),6,Just Like Magic,,,13.5%,N,Y,www.danmurphys.com.au/product/200215,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
200215,Pinot Noir,N,N,9.99,,,,750mL,each,1,Just Like Magic,,,13.5%,N,Y,www.danmurphys.com.au/product/200215,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
122213,Gagnard Les Caillerets 1er cru Chassagne-Montrachet,Y,N,299,299,50.99,,750mL," per bottle ",1,Jean-Noel,,,13.5%,N,N,www.danmurphys.com.au/product/122213,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
122213,Gagnard Les Caillerets 1er cru Chassagne-Montrachet,Y,N,349.99,299,50.99,,750mL,each,1,Jean-Noel,,,13.5%,N,N,www.danmurphys.com.au/product/122213,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
220032,Magnum 1.5L,N,N,71.3,,,,1.5L,in any six,1,Jean-Marc Brocard Chablis,,,13.0%,N,N,www.danmurphys.com.au/product/220032,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
220032,Magnum 1.5L,N,N,213.9,,,,1.5L,case (3),3,Jean-Marc Brocard Chablis,,,13.0%,N,N,www.danmurphys.com.au/product/220032,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
220032,Magnum 1.5L,N,N,74.99,,,,1.5L,each,1,Jean-Marc Brocard Chablis,,,13.0%,N,N,www.danmurphys.com.au/product/220032,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007337_LORGCOGNAC,L'Organic Cognac 04,N,N,150,,,,700mL,each,1,Jean-Luc Pasquet,,,40%,Y,Y,www.danmurphys.com.au/product/ER_1000007337_LORGCOGNAC,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007337_LORGCOGNAC,L'Organic Cognac 04,N,N,699,,,,700mL,case (6),,Jean-Luc Pasquet,,,40%,Y,Y,www.danmurphys.com.au/product/ER_1000007337_LORGCOGNAC,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007337_LORGCOGNAC,L'Organic Cognac 04,N,N,0,,,,700mL,in any six,1,Jean-Luc Pasquet,,,40%,Y,Y,www.danmurphys.com.au/product/ER_1000007337_LORGCOGNAC,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
278566,One Block Chardonnay,N,N,0,,,,750ML,in any six,1,Jayden Ong,,,12.1%,N,Y,www.danmurphys.com.au/product/278566,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
278566,One Block Chardonnay,N,N,0,,,,750ML,case (6),12,Jayden Ong,,,12.1%,N,Y,www.danmurphys.com.au/product/278566,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
278566,One Block Chardonnay,N,N,52.9,,,,750ML,each,1,Jayden Ong,,,12.1%,N,Y,www.danmurphys.com.au/product/278566,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
139029,Small Batch Dry Gin 700mL,N,N,68.99,,,,700ML,each,1,Jawbox,,,43%,N,N,www.danmurphys.com.au/product/139029,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
139029,Small Batch Dry Gin 700mL,N,N,0,,,,700ML,case (6),,Jawbox,,,43%,N,N,www.danmurphys.com.au/product/139029,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
139029,Small Batch Dry Gin 700mL,N,N,0,,,,700ML,in any six,1,Jawbox,,,43%,N,N,www.danmurphys.com.au/product/139029,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005534_UMESHUSET,"Set - Whisky, Brandy, Red Wine 500mL",N,N,132,,,,500ML,pack (3),3,Japanese Umeshu,,,15%,Y,Y,www.danmurphys.com.au/product/ER_1000005534_UMESHUSET,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003482_NVSROSAJSM12,South Australia Sparkling Rosé,N,N,0,,,,750mL,in any six,,Jasmin,,,11.5%,Y,N,www.danmurphys.com.au/product/ER_2000003482_NVSROSAJSM12,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003482_NVSROSAJSM12,South Australia Sparkling Rosé,N,N,12.83,,,,750mL,each,,Jasmin,,,11.5%,Y,N,www.danmurphys.com.au/product/ER_2000003482_NVSROSAJSM12,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003482_NVSROSAJSM12,South Australia Sparkling Rosé,N,N,154,,,,750mL,case (12),12,Jasmin,,,11.5%,Y,N,www.danmurphys.com.au/product/ER_2000003482_NVSROSAJSM12,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000003309_ZITJASC-ABHISTON-20,Riesling Histonium 2020,N,N,0,,,,750mL,in any six,,Jasci & Marchesani,,,12.5%,Y,Y,www.danmurphys.com.au/product/ER_1000003309_ZITJASC-ABHISTON-20,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000003309_ZITJASC-ABHISTON-20,Riesling Histonium 2020,N,N,69.95,,,,750mL,pack (3),3,Jasci & Marchesani,,,12.5%,Y,Y,www.danmurphys.com.au/product/ER_1000003309_ZITJASC-ABHISTON-20,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000003309_ZITJASC-ABHISTON-20,Riesling Histonium 2020,N,N,133.95,,,,750mL,case (6),6,Jasci & Marchesani,,,12.5%,Y,Y,www.danmurphys.com.au/product/ER_1000003309_ZITJASC-ABHISTON-20,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005534_UMESHU-RED,Plum Wine 500mL,N,N,44,,,,500mL,each,1,Japanese Shin Red Umeshu,,,12.0%,Y,Y,www.danmurphys.com.au/product/ER_1000005534_UMESHU-RED,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005534_UMESHU-RED,Plum Wine 500mL,N,N,255,,,,500mL,case (6),6,Japanese Shin Red Umeshu,,,12.0%,Y,Y,www.danmurphys.com.au/product/ER_1000005534_UMESHU-RED,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005534_UMESHU-RED,Plum Wine 500mL,N,N,0,,,,500mL,in any six,1,Japanese Shin Red Umeshu,,,12.0%,Y,Y,www.danmurphys.com.au/product/ER_1000005534_UMESHU-RED,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005534_UMESHU-500,Umeshu  Plum Wine 500mL,N,N,44,,,,500mL,each,1,Japanese Shin Whisky,,,15.0%,Y,Y,www.danmurphys.com.au/product/ER_1000005534_UMESHU-500,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005534_UMESHU-500,Umeshu  Plum Wine 500mL,N,N,255,,,,500mL,case (6),6,Japanese Shin Whisky,,,15.0%,Y,Y,www.danmurphys.com.au/product/ER_1000005534_UMESHU-500,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005534_UMESHU-500,Umeshu  Plum Wine 500mL,N,N,0,,,,500mL,in any six,1,Japanese Shin Whisky,,,15.0%,Y,Y,www.danmurphys.com.au/product/ER_1000005534_UMESHU-500,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005534_UMESHU-BRANDY,Umeshu Plum Wine 500mL,N,N,44,,,,500mL,each,1,Japanese Shin Brandy,,,15.0%,Y,Y,www.danmurphys.com.au/product/ER_1000005534_UMESHU-BRANDY,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005534_UMESHU-BRANDY,Umeshu Plum Wine 500mL,N,N,255,,,,500mL,case (6),6,Japanese Shin Brandy,,,15.0%,Y,Y,www.danmurphys.com.au/product/ER_1000005534_UMESHU-BRANDY,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005534_UMESHU-BRANDY,Umeshu Plum Wine 500mL,N,N,0,,,,500mL,in any six,1,Japanese Shin Brandy,,,15.0%,Y,Y,www.danmurphys.com.au/product/ER_1000005534_UMESHU-BRANDY,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003192_JANS075L,Liqueur 750mL,N,N,59.95,,,,750mL,per bottle,1,Jans,,,21.5%,Y,N,www.danmurphys.com.au/product/ER_2000003192_JANS075L,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003192_JANS075L,Liqueur 750mL,N,N,719.4,,,,750mL,per case of 12,12,Jans,,,21.5%,Y,N,www.danmurphys.com.au/product/ER_2000003192_JANS075L,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003192_JANS075L,Liqueur 750mL,N,N,0,,,,750mL,,1,Jans,,,21.5%,Y,N,www.danmurphys.com.au/product/ER_2000003192_JANS075L,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_JMG-750ML,Dry Gin 750mL,N,N,85,,,,750ML,each,1,Jamun,,,42.8%,Y,Y,www.danmurphys.com.au/product/ER_2000004744_JMG-750ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_JMG-750ML,Dry Gin 750mL,N,N,510,,,,750ML,case (6),6,Jamun,,,42.8%,Y,Y,www.danmurphys.com.au/product/ER_2000004744_JMG-750ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_JMG-750ML,Dry Gin 750mL,N,N,0,,,,750ML,in any six,1,Jamun,,,42.8%,Y,Y,www.danmurphys.com.au/product/ER_2000004744_JMG-750ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
B999999001131,Bundle,N,N,64.98,,,,,Bundle (2),1,Jameson Orange 700mL & Schweppes Lemonade 1L,,,,N,N,www.danmurphys.com.au/product/B999999001131,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
795214,Top 100 Australian Wineries,N,N,11.88,,,,,each,1,James Halliday's,,,,N,N,www.danmurphys.com.au/product/795214,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
501949,Wine Companion 2017 Edition,N,N,17.88,,,,"153 x 234mm, 776 pages",each,1,James Halliday,,,,N,N,www.danmurphys.com.au/product/501949,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000006869_JEESTSHIRAZ21,Shiraz 2021,N,N,0,,,,750mL,in any six,1,James Estate Winery,,,14.5%,Y,N,www.danmurphys.com.au/product/ER_1000006869_JEESTSHIRAZ21,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000006869_JEESTSHIRAZ21,Shiraz 2021,N,N,23,,,,750mL,each,1,James Estate Winery,,,14.5%,Y,N,www.danmurphys.com.au/product/ER_1000006869_JEESTSHIRAZ21,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000006869_JEESTSHIRAZ21,Shiraz 2021,N,N,138,,,,750mL,case (6),6,James Estate Winery,,,14.5%,Y,N,www.danmurphys.com.au/product/ER_1000006869_JEESTSHIRAZ21,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003325_JBW9332538000,Whisky Liqueur 700mL,N,N,65,,,,700mL,each,1,James Bentley,,,28%,Y,N,www.danmurphys.com.au/product/ER_2000003325_JBW9332538000,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003325_JBW9332538000,Whisky Liqueur 700mL,N,N,235,,,,700mL,case (4),4,James Bentley,,,28%,Y,N,www.danmurphys.com.au/product/ER_2000003325_JBW9332538000,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003325_JBW9332538000,Whisky Liqueur 700mL,N,N,0,,,,700mL,in any six,1,James Bentley,,,28%,Y,N,www.danmurphys.com.au/product/ER_2000003325_JBW9332538000,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_JG-500ML,Indian Craft Gin Gold Edition 500mL,N,N,85,,,,500ML,each,1,Jaisalmer Gold,,,43%,Y,Y,www.danmurphys.com.au/product/ER_2000004744_JG-500ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_JG-500ML,Indian Craft Gin Gold Edition 500mL,N,N,510,,,,500ML,case (6),6,Jaisalmer Gold,,,43%,Y,Y,www.danmurphys.com.au/product/ER_2000004744_JG-500ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_JG-500ML,Indian Craft Gin Gold Edition 500mL,N,N,0,,,,500ML,in any six,1,Jaisalmer Gold,,,43%,Y,Y,www.danmurphys.com.au/product/ER_2000004744_JG-500ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_JG-700ML,Indian Craft Gin The Artisan Collection 700mL,N,N,85,,,,700ML,each,1,Jaisalmer,,,43%,Y,N,www.danmurphys.com.au/product/ER_2000004744_JG-700ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_JG-700ML,Indian Craft Gin The Artisan Collection 700mL,N,N,510,,,,700ML,case (6),6,Jaisalmer,,,43%,Y,N,www.danmurphys.com.au/product/ER_2000004744_JG-700ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004744_JG-700ML,Indian Craft Gin The Artisan Collection 700mL,N,N,0,,,,700ML,in any six,1,Jaisalmer,,,43%,Y,N,www.danmurphys.com.au/product/ER_2000004744_JG-700ML,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000003309_ZFRJAIL-CYBELEBRU-NV,Cybèle Clairette de Die NV,N,N,0,,,,750mL,in any six,,Jaillance,,,8%,Y,Y,www.danmurphys.com.au/product/ER_1000003309_ZFRJAIL-CYBELEBRU-NV,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000003309_ZFRJAIL-CYBELEBRU-NV,Cybèle Clairette de Die NV,N,N,83.85,,,,750mL,pack (3),3,Jaillance,,,8%,Y,Y,www.danmurphys.com.au/product/ER_1000003309_ZFRJAIL-CYBELEBRU-NV,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000003309_ZFRJAIL-CYBELEBRU-NV,Cybèle Clairette de Die NV,N,N,164.95,,,,750mL,case (6),6,Jaillance,,,8%,Y,Y,www.danmurphys.com.au/product/ER_1000003309_ZFRJAIL-CYBELEBRU-NV,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005775_S462,500mL,N,N,53.95,,,,500mL,each,1,Jagdtraum,,,0.3%,Y,Y,www.danmurphys.com.au/product/ER_1000005775_S462,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005775_S462,500mL,N,N,289,,,,500mL,case (6),6,Jagdtraum,,,0.3%,Y,Y,www.danmurphys.com.au/product/ER_1000005775_S462,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005775_S462,500mL,N,N,0,,,,500mL,,1,Jagdtraum,,,0.3%,Y,Y,www.danmurphys.com.au/product/ER_1000005775_S462,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
125214,Sparkling Brut Cuvee 750mL,N,N,28.5,,,,750mL,in any six,1,Jacob,,,11.5%,N,N,www.danmurphys.com.au/product/125214,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
125214,Sparkling Brut Cuvee 750mL,N,N,171,,,,750mL,case (6),6,Jacob,,,11.5%,N,N,www.danmurphys.com.au/product/125214,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
125214,Sparkling Brut Cuvee 750mL,N,N,29.99,,,,750mL,each,1,Jacob,,,11.5%,N,N,www.danmurphys.com.au/product/125214,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
672954,Dbl Brl Cab 2015,N,N,31.4,,,,750mL,in any six,1,Jacobs Creek,,,14.30%,N,Y,www.danmurphys.com.au/product/672954,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
672954,Dbl Brl Cab 2015,N,N,188.4,,,,750mL,case (6),6,Jacobs Creek,,,14.30%,N,Y,www.danmurphys.com.au/product/672954,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
672954,Dbl Brl Cab 2015,N,N,32.99,,,,750mL,each,1,Jacobs Creek,,,14.30%,N,Y,www.danmurphys.com.au/product/672954,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
43287,Stich Marlborough Sauvignon Blanc 2017,N,N,6.65,,,,750mL,in any six,1,Jackson Estate,,,12.7%,N,N,www.danmurphys.com.au/product/43287,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
43287,Stich Marlborough Sauvignon Blanc 2017,N,N,39.9,,,,750mL,case (6),6,Jackson Estate,,,12.7%,N,N,www.danmurphys.com.au/product/43287,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
43287,Stich Marlborough Sauvignon Blanc 2017,N,N,6.99,,,,750mL,each,1,Jackson Estate,,,12.7%,N,N,www.danmurphys.com.au/product/43287,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
B999999001173,Bundle,N,N,102.57,,,,,Bundle (2),1,Jack Daniels Old No.7 Tennessee Whiskey 1136mL and 2x Coca-Cola Classic Soft Drink Bottle 1.25L,,,,N,N,www.danmurphys.com.au/product/B999999001173,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
