STOCKCODE,PRODUCT_NAME,MEMBER_OFFER_INDICATOR,ONLINE_ONLY_MEMBER_OFFER_INDICATOR,PRICE,MEMBER_PRICE,SAVINGS_AMOUNT,LOYALTY_MULTIPLIER,PACKAGE_SIZE,PACKAGE_TYPE,PACK_FORMAT,BRAND,CATEGORY,SUBCATEGORY,ALCOHOL_VOLUME,DANS_MARKETPLACE,STOCK_AVAILABLE,PRODUCT_URL,POSTCODE,SCRAPE_DATE,FILENAME
ER_2000004695_40989-02,Hugo Vinyl Round Drink/Beverage Table Coasters/Mats 10cm White,N,N,28,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40989-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40988-02,Hugo Oval White Vinyl Kitchenware Placemat/Table Mat 33x44cm,N,N,43,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40988-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40741,Nash Premium Heat Resistant Trivets Mats NonSlip Pot Holders White,N,N,30,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40741,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40739-3PK,Nash Heat-Resistant Trivets Mats Non-Slip Holders Charcoal Grey,N,N,60,,,,,per pack,1,Ladelle,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_40739-3PK,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40739,Nash Heat Resistant Trivets Mats NonSlip Pot Holders Charcoal Grey,N,N,27,,,,,per pack,1,Ladelle,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_40739,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40738-3PK,Nash Premium Heat-Resistant Trivets Mats Non-Slip Holders Blue,N,N,60,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40738-3PK,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40738,Nash Premium HeatResistant Trivets Mats NonSlip Pot Holders Blue,N,N,30,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40738,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40737-3PK,Nash Premium Heat-Resistant Trivets Mats Non-Slip Holders Green,N,N,60,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40737-3PK,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40737,Nash Premium Heat Resistant Trivets Mats NonSlip Pot Holders Green,N,N,30,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40737,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40688-02,Ladelle Seno Polyester/Linen Napkin/Serviette Flax Tableware 45x45cm,N,N,37,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40688-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40687-02,Seno Polyester/Linen 150x300cm Rectangular Tablecloth/Cover Flax,N,N,76,,,,,each,1,Ladelle,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_40687-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40686-02,Seno Polyester/Linen 150x230cm Rectangular Tablecloth/Cover Flax,N,N,63,,,,,each,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40686-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40682-02,Seno Polyester/Linen Napkin/Serviette Charcoal Tableware 45x45cm,N,N,37,,,,,each,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40682-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40681-02,Seno Polyester/Linen 150x300cm Rectangular Tablecloth/Cover Charcoal,N,N,76,,,,,each,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40681-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40680-02,Seno Polyester/Linen 150x230cm Rectangular Tablecloth/Cover Charcoal,N,N,63,,,,,each,1,Ladelle,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_40680-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40585-02,Premium Lina Cotton/Linen Table Napkin/Serviette 45x45cm White,N,N,54,,,,,each,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40585-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40584-02,Premium Cotton/Linen Lina White 150x300cm Rectangular Tablecloth/Cover,N,N,142,,,,,each,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40584-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40576-02,Premium Lina Cotton Table Placemat/Pad Flax Kitchenware 33x45cm,N,N,54,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40576-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40574-02,Premium Lina Cotton Table Placemat Pad White Kitchenware 33x45cm,N,N,54,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40574-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40491-02,2pc Austin Cotton/Polyester Pot Holder & Oven Mitt/Gloves Set Stone,N,N,31.95,,,,,each,1,Ladelle,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_40491-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40490-02,2pc Austin Cotton/Polyester Pot Holder & Oven Mitt/Cooking Glove Set Gum,N,N,29.95,,,,,each,1,Ladelle,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_40490-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40489-02,2pc Austin Cotton/Polyester Pot Holder & Oven Mitt/Gloves Set Marine,N,N,31.95,,,,,each,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40489-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40488-02,2pc Austin Cotton/Polyester Pot Holder & Oven Mitt/Gloves Set Black,N,N,29.95,,,,,each,1,Ladelle,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_40488-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40467-02,Eco Stripe Apron Potholder Towel Kitchen Cooking Accessory Set Latte,N,N,54,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40467-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40466-02,Eco Stripe Apron/Potholder/Towel Kitchen Cooking Accessory Set Navy,N,N,54,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40466-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_40465-02,Eco Stripe Apron/Potholder/Towel Kitchen Accessory Set Slate Grey,N,N,54,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_40465-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_33682-02,Chunky Waffle Cotton Kitchen Towel/Drying Dishcloth Charcoal 51x79cm,N,N,37,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_33682-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_33681-02,Chunky Waffle Cotton Kitchen Towel/Drying Dishcloth Olive 51x79cm,N,N,37,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_33681-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_33678-02,Terry Cotton Kitchen Towel Cleaning Dish Drying Cloth Blue 45x70cm,N,N,37,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_33678-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_33677-02,Terry Cotton Kitchen Towel Cleaning Dish Drying Cloth Green 45x70cm,N,N,37,,,,,per pack,1,Ladelle,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_33677-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_33668-02-2PK,Lennox Jumbo Cotton Kitchen Towel/Dishcloth Rect Black 60x80cm,N,N,49,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_33668-02-2PK,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_33668-02,2PK Ladelle Lennox Jumbo Cotton Kitchen Towel/Dishcloth Rectangle Black 60x80cm,N,N,29,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_33668-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_33667-02,Lennox Cotton Kitchen Towel/Drying Dishcloth Rectangle Black 50x70cm,N,N,37,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_33667-02,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_33647,Raya Cotton Bamboo Fabric Kitchen/Tea Towels Dish Cloth Grey 50x70cm,N,N,33,,,,,per pack,1,Ladelle,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_33647,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_33645,Raya Cotton Bamboo Fabric Kitchen/Tea Towels Dish Cloth Blue 50x70cm,N,N,33,,,,,per pack,1,Ladelle,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_33645,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_33411,Benson Blue Microfibre Polyester Kitchen/Dish Drying Towels 70cm,N,N,31,,,,,per pack,1,Ladelle,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_33411,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_33407,Benson Charcoal Microfibre Polyester Kitchen/Dish Drying Towels 70cm,N,N,31,,,,,per pack,1,Ladelle,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_33407,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_49456,Splice Hardboard 10cm Square Coaster Coffee Drink/Tea Cup Mat Moss,N,N,29,,,,,per pack,1,LADELLE,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_49456,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007273_MVJU-1000-BT-17,L'Esprit de June 700mL,N,N,62,,,,700ML,each,1,June,,,28%,Y,Y,www.danmurphys.com.au/product/ER_1000007273_MVJU-1000-BT-17,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007273_MVJU-1000-BT-17,L'Esprit de June 700mL,N,N,372,,,,700ML,case (6),6,June,,,28%,Y,Y,www.danmurphys.com.au/product/ER_1000007273_MVJU-1000-BT-17,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007273_MVJU-1000-BT-17,L'Esprit de June 700mL,N,N,0,,,,700ML,in any six,1,June,,,28%,Y,Y,www.danmurphys.com.au/product/ER_1000007273_MVJU-1000-BT-17,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004681_10,Muscate Finishing Single Malt Whisky 700mL,N,N,210,,,,700ML,each,1,Jq,,,47%,Y,Y,www.danmurphys.com.au/product/ER_2000004681_10,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004681_10,Muscate Finishing Single Malt Whisky 700mL,N,N,0,,,,700ML,case (x),,Jq,,,47%,Y,Y,www.danmurphys.com.au/product/ER_2000004681_10,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004681_10,Muscate Finishing Single Malt Whisky 700mL,N,N,0,,,,700ML,in any six,1,Jq,,,47%,Y,Y,www.danmurphys.com.au/product/ER_2000004681_10,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
89135,Yarra Valley Pinot Noir,N,N,36.1,,,,750mL,in any six,1,Journey Wines,,,14.00%,N,N,www.danmurphys.com.au/product/89135,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
89135,Yarra Valley Pinot Noir,N,N,216.6,,,,750mL,case (6),6,Journey Wines,,,14.00%,N,N,www.danmurphys.com.au/product/89135,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
89135,Yarra Valley Pinot Noir,N,N,37.99,,,,750mL,each,1,Journey Wines,,,14.00%,N,N,www.danmurphys.com.au/product/89135,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
341901,Chambertin Clos De Beze 1996,N,N,479.99,,,,750mL,each,1,Joseph Faiveley,,,13.0%,N,N,www.danmurphys.com.au/product/341901,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003062_GLUHWEIN1L,Nürnberger Christkindles Glühwein 1L,N,N,0,,,,1L,in any six,,Josef Drathen,,,10%,Y,Y,www.danmurphys.com.au/product/ER_2000003062_GLUHWEIN1L,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003062_GLUHWEIN1L,Nürnberger Christkindles Glühwein 1L,N,N,89.97,,,,1L,pack (6),6,Josef Drathen,,,10%,Y,Y,www.danmurphys.com.au/product/ER_2000003062_GLUHWEIN1L,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003062_GLUHWEIN1L,Nürnberger Christkindles Glühwein 1L,N,N,174,,,,1L,case (12),12,Josef Drathen,,,10%,Y,Y,www.danmurphys.com.au/product/ER_2000003062_GLUHWEIN1L,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
700082,Private Stock Bourbon 700mL,N,N,129.99,,,,700mL,each,1,Johnny Drum,,,50.5%,N,N,www.danmurphys.com.au/product/700082,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007337_JHWSHIRAZ2020,McLaren Vale Shiraz 2020 - Gift Boxed,N,N,0,,,,750mL,in any six,1,John Hill Wines,,,14.7%,Y,Y,www.danmurphys.com.au/product/ER_1000007337_JHWSHIRAZ2020,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007337_JHWSHIRAZ2020,McLaren Vale Shiraz 2020 - Gift Boxed,N,N,184,,,,750mL,each,1,John Hill Wines,,,14.7%,Y,Y,www.danmurphys.com.au/product/ER_1000007337_JHWSHIRAZ2020,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000007337_JHWSHIRAZ2020,McLaren Vale Shiraz 2020 - Gift Boxed,N,N,499,,,,750mL,case (3),3,John Hill Wines,,,14.7%,Y,Y,www.danmurphys.com.au/product/ER_1000007337_JHWSHIRAZ2020,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
9068,Red Label Blended Scotch Whisky 700mL,N,N,46.95,,,,700mL,each,1,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/9068,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
48341,Red Label Blended Scotch Whisky 1.125L,N,N,71.95,,,,1125mL,each,1,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/48341,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
776048,Black Label Blended Scotch Whisky 1L,Y,N,81,81,17.99,,1L," per bottle ",1,Johnnie Walker,,,40.0%,N,Y,www.danmurphys.com.au/product/776048,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
776048,Black Label Blended Scotch Whisky 1L,Y,N,98.99,81,17.99,,1L,each,1,Johnnie Walker,,,40.0%,N,Y,www.danmurphys.com.au/product/776048,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
93472,Blue Label Blended Scotch Whisky 700mL,Y,N,261,261,48.99,,700ML," per bottle ",1,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/93472,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
93472,Blue Label Blended Scotch Whisky 700mL,Y,N,309.99,261,48.99,,700ML,each,1,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/93472,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
193012,Gold Label Reserve Blended Scotch Whisky 1L,Y,N,118,118,27.99,,1L," per bottle ",1,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/193012,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
193012,Gold Label Reserve Blended Scotch Whisky 1L,Y,N,145.99,118,27.99,,1L,each,1,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/193012,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
47530,Red Label & Cola Cans 375mL,N,N,105.95,,,,250ML,case (24),24,Johnnie Walker,,,4.6%,N,Y,www.danmurphys.com.au/product/47530,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
47530,Red Label & Cola Cans 375mL,N,N,37.99,,,,250ML,pack (6),6,Johnnie Walker,,,4.6%,N,Y,www.danmurphys.com.au/product/47530,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
47530,Red Label & Cola Cans 375mL,N,N,8.99,,,,250ML,each (in-store),,Johnnie Walker,,,4.6%,N,Y,www.danmurphys.com.au/product/47530,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
227177,Double Black Blended Scotch Whisky 1L,N,N,114.99,,,,1000ML,each,1,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/227177,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
673125,Gold Label Reserve Blended Scotch Whisky 700mL,N,N,99.95,,,,700ML,each,1,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/673125,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
645103,18 Year Old Blended Scotch Whisky 700mL,Y,N,149,149,34.99,,700mL," per bottle ",1,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/645103,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
645103,18 Year Old Blended Scotch Whisky 700mL,Y,N,183.99,149,34.99,,700mL,each,1,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/645103,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
645103,18 Year Old Blended Scotch Whisky 700mL,N,N,0,,,,700mL,case (6),,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/645103,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
645103,18 Year Old Blended Scotch Whisky 700mL,N,N,0,,,,700mL,in any six,1,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/645103,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
907574,& Cola Cans 10 Pack 375mL,Y,N,49,49,7.99,,2250ML," per bottle ",1,Johnnie Walker,,,4.6%,N,Y,www.danmurphys.com.au/product/907574,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
907574,& Cola Cans 10 Pack 375mL,N,N,147.99,,,,2250ML,case (3),30,Johnnie Walker,,,4.6%,N,Y,www.danmurphys.com.au/product/907574,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
907574,& Cola Cans 10 Pack 375mL,Y,N,56.99,49,7.99,,2250ML,each,1,Johnnie Walker,,,4.6%,N,Y,www.danmurphys.com.au/product/907574,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
907574,& Cola Cans 10 Pack 375mL,N,N,0,,,,2250ML,each (in-store),1,Johnnie Walker,,,4.6%,N,Y,www.danmurphys.com.au/product/907574,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
122277,Blue Label Blended Scotch Whisky 1L,N,N,367,,,,1L,each,1,Johnnie Walker,,,40.0%,N,Y,www.danmurphys.com.au/product/122277,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
682824,Black Ruby 700mL,N,N,79.99,,,,700ML,each,1,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/682824,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
682824,Black Ruby 700mL,N,N,0,,,,700ML,case,,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/682824,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
682824,Black Ruby 700mL,N,N,0,,,,700ML,in any six,1,Johnnie Walker,,,40%,N,Y,www.danmurphys.com.au/product/682824,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
903258,Green Label Blended Scotch Whisky 700mL,N,N,117.99,,,,700mL,each,1,Johnnie Walker,,,40.0%,N,Y,www.danmurphys.com.au/product/903258,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
917461,& Cola Premium Blend Can 375mL,Y,N,26,26,6.99,,375ML," per pack of 4",4,Johnnie Walker,,,6.5%,N,Y,www.danmurphys.com.au/product/917461,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
917461,& Cola Premium Blend Can 375mL,N,N,155.99,,,,375ML,case (24),24,Johnnie Walker,,,6.5%,N,Y,www.danmurphys.com.au/product/917461,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
917461,& Cola Premium Blend Can 375mL,Y,N,32.99,26,6.99,,375ML,pack (4),4,Johnnie Walker,,,6.5%,N,Y,www.danmurphys.com.au/product/917461,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
917461,& Cola Premium Blend Can 375mL,N,N,10.39,,,,375ML,each (in-store),,Johnnie Walker,,,6.5%,N,Y,www.danmurphys.com.au/product/917461,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
73594,Red Label Blended Scotch Whisky 375mL,N,N,36.99,,,,375mL,each,1,Johnnie Walker,,,40.00%,N,Y,www.danmurphys.com.au/product/73594,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
65509,Black & Cola 6% Cans 375mL,N,N,184.99,,,,375ML,case(24),24,Johnnie Walker,,,6%,N,Y,www.danmurphys.com.au/product/65509,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
65509,Black & Cola 6% Cans 375mL,N,N,33.99,,,,375ML,pack(4),4,Johnnie Walker,,,6%,N,Y,www.danmurphys.com.au/product/65509,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
65509,Black & Cola 6% Cans 375mL,N,N,10.99,,,,375ML,each(in-store),,Johnnie Walker,,,6%,N,Y,www.danmurphys.com.au/product/65509,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
95360,Black Label  Blended Scotch Whisky 50mL,N,N,14.99,,,,50mL,each,1,Johnnie Walker,,,40.0%,N,Y,www.danmurphys.com.au/product/95360,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
4401,Red Label Blended Scotch Whisky 50mL,N,N,12.99,,,,50mL,each,1,Johnnie Walker,,,40.0%,N,Y,www.danmurphys.com.au/product/4401,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
900934,Red Label Blended Scotch Whisky 1L,Y,Y,61.9,61.9,2.05,,1L," per bottle ",1,Johnnie Walker,,,40%,N,N,www.danmurphys.com.au/product/900934,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
900934,Red Label Blended Scotch Whisky 1L,Y,Y,63.95,61.9,2.05,,1L,each,1,Johnnie Walker,,,40%,N,N,www.danmurphys.com.au/product/900934,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
900934,Red Label Blended Scotch Whisky 1L,N,N,0,,,,1L,case (6),,Johnnie Walker,,,40%,N,N,www.danmurphys.com.au/product/900934,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
900934,Red Label Blended Scotch Whisky 1L,N,N,0,,,,1L,in any six,1,Johnnie Walker,,,40%,N,N,www.danmurphys.com.au/product/900934,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
9067,Black Label 12 Year Old Blended Scotch Whisky 700mL,N,N,55.95,,,,700ML,each,1,Johnnie Walker,,,40%,N,N,www.danmurphys.com.au/product/9067,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
9067,Black Label 12 Year Old Blended Scotch Whisky 700mL,N,N,0,,,,700ML,case (12),,Johnnie Walker,,,40%,N,N,www.danmurphys.com.au/product/9067,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
9067,Black Label 12 Year Old Blended Scotch Whisky 700mL,N,N,0,,,,700ML,in any six,1,Johnnie Walker,,,40%,N,N,www.danmurphys.com.au/product/9067,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
972448,"Blue Label Limited Edition Lunar New Year, Year of the Snake 750mL",N,N,378,,,,750ML,each,1,Johnnie Walker,,,40%,N,N,www.danmurphys.com.au/product/972448,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
972448,"Blue Label Limited Edition Lunar New Year, Year of the Snake 750mL",N,N,0,,,,750ML,case (4),,Johnnie Walker,,,40%,N,N,www.danmurphys.com.au/product/972448,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
972448,"Blue Label Limited Edition Lunar New Year, Year of the Snake 750mL",N,N,0,,,,750ML,each (in-store),1,Johnnie Walker,,,40%,N,N,www.danmurphys.com.au/product/972448,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
296820,High Rye Blended Scotch Whisky 750mL,N,N,79.99,,,,750ML,each,1,Johnnie Walker,,,45%,N,N,www.danmurphys.com.au/product/296820,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
385357,"Blue Label Lunar New Year, Year of the Dragon 750mL",N,N,375,,,,750ML,each,1,Johnnie Walker,,,40%,N,N,www.danmurphys.com.au/product/385357,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
385357,"Blue Label Lunar New Year, Year of the Dragon 750mL",N,N,0,,,,750ML,case (4),,Johnnie Walker,,,40%,N,N,www.danmurphys.com.au/product/385357,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
385357,"Blue Label Lunar New Year, Year of the Dragon 750mL",N,N,0,,,,750ML,in any six,1,Johnnie Walker,,,40%,N,N,www.danmurphys.com.au/product/385357,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
903579,Swing Blended Scotch Whisky 750mL,N,N,118.99,,,,750mL,each,1,Johnnie Walker,,,40.0%,N,N,www.danmurphys.com.au/product/903579,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
244384,Blue Label Limited Edition Lunar New Year Design 750mL,N,N,355,,,,750ml,each,1,Johnnie Walker,,,40.0%,N,N,www.danmurphys.com.au/product/244384,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
707820,Double Black Blended Scotch Whisky 700mL,N,N,82.99,,,,700mL,each,1,Johnnie Walker,,,40.0%,N,N,www.danmurphys.com.au/product/707820,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
686463,Black Label Sherry Edition Blended Scotch Whisky 700mL,N,N,64.99,,,,700mL,each,1,Johnnie Walker,,,40.0%,N,N,www.danmurphys.com.au/product/686463,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
238687,Sydney City Limited Edition Whisky 750mL,N,N,346.99,,,,750mL,each,1,Johnnie Walker,,,40.00%,N,N,www.danmurphys.com.au/product/238687,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
233960,18 Year Old Blended Scotch Whisky 1L,N,N,189.99,,,,1L,each,1,Johnnie Walker,,,40.0%,N,N,www.danmurphys.com.au/product/233960,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
171701,Black High Ball Lemon bottle 275mL,N,N,28.49,,,,275mL,pack (4),4,Johnnie Walker,,,6.3%,N,N,www.danmurphys.com.au/product/171701,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
